Unnamed: 0,ID,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Description,Number,Street,City,County,State,Temperature(F),Visibility(mi),Weather_Condition,Traffic_Signal,Speed Limit,Nearest Intersection
2967313,A-2967647,,2,2020-12-16 04:41:21,2020-12-16 06:17:23,46.696575,-92.360763,Incident on I-35 SB near CR-61 Drive with caution.,,I-35 S,Esko,Carlton,MN,14.0,10.0,Fair,False,,
2967314,A-2967648,,2,2020-10-21 04:52:28,2020-10-21 07:52:36,46.696575,-92.360763,Incident on I-35 SB near CR-61 Drive with caution.,,I-35 S,Esko,Carlton,MN,30.0,2.0,Fog,False,,
2967332,A-2967666,,2,2020-12-16 02:28:00,2020-12-16 04:28:35,45.081376,-94.26879,Accident on CR-3/Broadway Ave (US-12) from CR-4/4th St (US-12) to US-12 E - US-12 W.,74375.0, US Highway 12,Dassel,Meeker,MN,21.0,10.0,Fair,False,,
2967340,A-2967674,,2,2020-11-22 00:50:12,2020-11-22 02:08:39,46.761277,-92.126573,Incident on I-35 SB near 27TH AVE W Drive with caution.,,I-35 S,Duluth,St. Louis,MN,28.0,10.0,Fair,False,,
2967363,A-2967699,,2,2020-12-27 20:29:26,2020-12-27 22:36:02,45.395046,-94.02577,Accident on MN-24/Exit 178 (I-94) from CR-8/Exit 183 (I-94) to I-94 E - US-52 E.,,I-94 E,Clearwater,Wright,MN,13.0,10.0,Fair,False,,
2967373,A-2967709,,2,2020-12-11 00:54:04,2020-12-11 02:54:28,44.028664,-92.62821,Accident on CR-34/10th Ave (US-14) from CR-3 (Byron) (US-14) to US-14 E.,100.0, 10th Ave SE,Byron,Olmsted,MN,34.0,10.0,Fair,True,,
2967404,A-2967740,,2,2020-10-01 21:56:36,2020-10-01 23:11:46,44.995676,-93.238381,Incident on I-35W NB near JOHNSON ST Drive with caution.,,I-35W N,Minneapolis,Hennepin,MN,45.0,10.0,Mostly Cloudy,False,,
2967431,A-2967768,,2,2020-10-14 08:16:30,2020-10-14 08:44:30,44.894027,-93.252131,Stationary traffic on MN-62 from Bloomington Ave (MN-62) to MN-77/Cedar Ave (MN-62) due to accident.,,Crosstown Hwy E,Minneapolis,Hennepin,MN,50.0,10.0,Light Rain,False,,
2967433,A-2967770,,2,2020-12-27 18:24:23,2020-12-27 20:44:29,45.746969,-93.665472,Accident on US-169 (MN-23) from CR-18/150th Ave (MN-23) to MN-23.,899.0, Highway 23 W,Milaca,Mille Lacs,MN,19.0,7.0,Light Snow,False,,
2967483,A-2967821,,2,2020-10-22 14:08:08,2020-10-22 15:23:14,45.865999,-95.438779,Incident on I-94 WB near MN-27 Drive with caution.,,I-94 W,Alexandria,Douglas,MN,31.0,3.0,Light Snow,False,,
2967496,A-2967834,,2,2020-12-26 01:56:41,2020-12-26 03:11:42,43.99266400000001,-93.254809,Incident on I-35 NB near CR-4 Drive with caution.,,I-35 N,Owatonna,Steele,MN,7.0,0.25,Fog,False,,
2967509,A-2967848,,2,2020-12-27 22:44:22,2020-12-28 00:24:38,45.28628300000001,-93.002946,Incident on I-35 NB near US-8 Drive with caution.,,US-8 E,Forest Lake,Washington,MN,10.0,10.0,Fair,False,,
2967626,A-2967968,,2,2020-10-25 15:10:00,2020-10-25 16:46:10,44.270464000000004,-94.249149,Incident on US-14 near 491ST AVE Drive with caution.,48981.0, US Highway 14,Nicollet,Nicollet,MN,27.0,1.0,Light Snow,False,,
2967649,A-2967991,,2,2020-12-26 16:44:59,2020-12-26 19:24:02,45.204995000000004,-93.387383,Incident on US-10 WB near MN-47 Drive with caution.,,US-10 W,Anoka,Anoka,MN,23.0,4.0,Cloudy,False,,
2967665,A-2968007,,2,2020-12-23 19:15:30,2020-12-23 20:40:00,45.406483,-94.047206,Slow traffic on I-94 E - US-52 E from MN-24/Exit 178 (I-94) to CR-8/Exit 183 (I-94) due to accident.,,I-94 E,Clearwater,Wright,MN,7.0,3.0,Snow / Windy,False,,
2967668,A-2968010,,2,2020-12-23 22:26:35,2020-12-24 02:35:41,45.120924,-93.049553,Accident on MN-96/Exit 117 (I-35E) from CR-J/Exit 120 (I-35E) to I-35E N.,,I-35E N,Saint Paul,Ramsey,MN,,,,False,,
2967669,A-2968011,,2,2020-12-08 00:24:55,2020-12-08 02:28:35,45.121066,-93.049571,Accident on MN-96/Exit 117 (I-35E) from CR-J/Exit 120 (I-35E) to I-35E N.,,I-35E N,Saint Paul,Ramsey,MN,30.0,2.0,Fog,False,,
2967692,A-2968034,,2,2020-10-21 02:22:26,2020-10-21 03:37:33,43.952554,-92.059732,Incident on I-90 WB near CR-29 Drive with caution.,,I-90 W,Saint Charles,Winona,MN,36.0,10.0,Cloudy,False,,
2967739,A-2968081,,2,2020-11-01 10:15:12,2020-11-01 13:19:20,44.890589,-93.263239,Incident on MN-62 EB near PORTLAND AVE Drive with caution.,,Crosstown Hwy E,Minneapolis,Hennepin,MN,30.0,10.0,Partly Cloudy,False,,
2967760,A-2968102,,2,2020-11-03 14:30:44,2020-11-03 16:48:44,45.094390999999995,-93.290033,Incident on MN-252 NB near BROOKDALE DR Drive with caution.,,Brookdale Dr,Minneapolis,Hennepin,MN,75.0,10.0,Fair,False,,
2967784,A-2968127,,2,2020-12-30 12:14:30,2020-12-30 13:07:30,45.276571999999994,-93.737973,Slow traffic on I-94 W - US-52 W from I-94 (MnROAD Mainline) (East) (I-94) to MN-25/Exit 193 (I-94) due to accident.,,I-94 W,Monticello,Wright,MN,23.0,10.0,Fair,False,,
2967801,A-2968144,,2,2020-10-17 17:11:43,2020-10-17 20:53:54,46.854766999999995,-92.707011,Incident on US-2 near MAKI RD Drive with caution.,9750.0, Highway 2,Brookston,St. Louis,MN,34.0,5.0,Cloudy,False,,
2967857,A-2968201,,2,2020-11-02 22:42:17,2020-11-02 23:57:22,43.925896,-91.614558,Incident on I-90 EB near MN-43 Drive with caution.,,I-90 E,Winona,Winona,MN,,,,False,,
2967909,A-2968254,,2,2020-12-13 01:30:55,2020-12-13 04:30:58,45.420066,-94.896394,Incident on MN-55 near 378TH AVE Drive with caution.,37698.0, State Highway 55,Belgrade,Stearns,MN,25.0,10.0,Cloudy,False,,
2967910,A-2968255,,2,2020-12-30 17:10:56,2020-12-30 18:25:57,46.26850200000001,-92.825385,Incident on I-35 SB near CR-43 Drive with caution.,,I-35 S,Willow River,Pine,MN,23.0,10.0,Cloudy,False,,
2968027,A-2968375,,2,2020-10-30 23:58:47,2020-10-31 01:36:08,44.96663,-93.342959,Incident on MN-100 SB near PARKDALE DR Drive with caution.,,Beltline Hwy S,Minneapolis,Hennepin,MN,37.0,10.0,Fair,False,,
2968052,A-2968400,,2,2020-12-30 01:34:32,2020-12-30 02:15:30,45.880869,-95.485213,Stationary traffic from MN-114 exit [97] to I-94 W due to accident.,,I-94 W,Alexandria,Douglas,MN,19.0,10.0,Cloudy,False,,
2968057,A-2968405,,2,2020-11-11 19:04:50,2020-11-11 21:01:54,45.853668,-93.29764899999999,Incident on MN-23 near DALA LN Drive with caution.,2097.0, Highway 23,Mora,Kanabec,MN,27.0,10.0,Fair,False,,
2968061,A-2968409,,2,2020-12-23 21:46:51,2020-12-24 00:47:03,45.253003,-95.452995,Incident on US-12 near N 2ND ST Drive with caution.,,50th St SE,Murdock,Swift,MN,3.0,7.0,Partly Cloudy / Windy,False,,
2968067,A-2968415,,2,2020-12-24 21:14:30,2020-12-24 23:15:12,45.286277,-93.002926,Accident on US-8/Exit 132 (I-35) from US-61/CR-22/Exit 135 (I-35) to I-35 N.,,US-8 E,Forest Lake,Washington,MN,0.0,10.0,Fair,False,,
2968069,A-2968417,,2,2020-12-30 00:01:36,2020-12-30 01:16:37,45.039449,-93.28481500000001,Incident on I-94 WB near 49TH AVE Drive with caution.,,I-94 W,Minneapolis,Hennepin,MN,23.0,5.0,Cloudy,False,,
2968076,A-2968424,,2,2020-09-18 22:16:49,2020-09-18 23:53:00,45.086828000000004,-93.446735,Incident on I-494 NB near FISH LAKE RD Drive with caution.,,I-494 N,Osseo,Hennepin,MN,46.0,10.0,Fair,False,,
2968128,A-2968476,,2,2020-12-23 06:58:33,2020-12-23 09:58:44,47.589659999999995,-92.544831,Incident on US-53 SB near US-953 Drive with caution.,,Highway 53,Virginia,St. Louis,MN,32.0,10.0,Cloudy,False,,
2968139,A-2968488,,2,2020-12-23 23:35:02,2020-12-24 02:14:06,43.735687,-92.989983,Incident on US-218 near 262ND ST Expect delays.,52511.0, 262nd St,Austin,Mower,MN,5.0,1.0,N/A Precipitation,False,,
2968169,A-2968518,,2,2020-11-23 22:00:25,2020-11-24 04:15:00,44.601131,-92.855627,Incident on MN-50 WB near US-61 Road closed. Take alternate route.,12300.0, 240th St E,Cannon Falls,Dakota,MN,32.0,10.0,Partly Cloudy,False,,
2968196,A-2968545,,2,2020-10-12 17:45:07,2020-10-12 19:00:17,45.731631,-93.415449,Incident on MN-47 near 421ST AVE Drive with caution.,41999.0, Highway 47 NW,Ogilvie,Isanti,MN,59.0,10.0,Fair,False,,
2968259,A-2968609,,2,2020-11-02 14:48:08,2020-11-02 17:48:17,46.8656,-95.590577,Incident on MN-34 near S W H O L DR Drive with caution.,38713.0, State Highway 34,Detroit Lakes,Becker,MN,54.0,10.0,Fair,False,,
2968360,A-2968711,,2,2020-12-30 02:31:00,2020-12-30 04:34:00,46.151257,-95.947283,Slow traffic on I-94 W - US-52 W from CR-35/Exit 67 (I-94) to US-59/CR-82/Exit 61 (I-94) due to accident.,,I-94 W,Dalton,Otter Tail,MN,,,,False,,
2968369,A-2968720,,2,2020-10-21 01:07:25,2020-10-21 03:46:33,45.804029,-93.40961300000001,Incident on MN-47 near 150TH AVE Drive with caution.,1501.0, Highway 47,Ogilvie,Kanabec,MN,32.0,1.0,Fog,False,,
2968373,A-2968724,,2,2020-12-24 23:53:13,2020-12-25 01:29:15,45.078545,-93.40181,Incident on US-169 NB near 63RD AVE Drive with caution.,,US-169 N,Minneapolis,Hennepin,MN,-4.0,10.0,Fair,False,,
2968412,A-2968763,,2,2020-12-26 02:35:43,2020-12-26 05:35:47,47.110255,-93.835841,Incident on MN-6 near VERMILLION LAKE RD Drive with caution.,,For Rd,Remer,Cass,MN,19.0,10.0,Fair,False,,
2968425,A-2968776,,2,2020-11-10 02:13:30,2020-11-10 03:24:30,46.459492,-95.184834,Stationary traffic on US-10 from CR-77 (US-10) to US-71/Jefferson St (US-10) due to accident.,62583.0, US Highway 10,Wadena,Otter Tail,MN,19.0,10.0,Fair,False,,
2968512,A-2968863,,2,2020-12-25 22:58:43,2020-12-26 02:02:41,45.06771,-93.247647,Incident on I-694 WB near MN-65 Drive with caution.,,I-694 W,Minneapolis,Anoka,MN,12.0,10.0,Fair,False,,
2968513,A-2968864,,2,2020-12-03 01:08:52,2020-12-03 03:09:18,44.948640999999995,-92.928167,Accident on Inwood Ave/Exit 250 (I-94) from Woodbury Dr/Exit 251 (I-94) to US-12 E - I-94 E.,,I-94 E,Saint Paul,Washington,MN,35.0,10.0,Cloudy,False,,
2968596,A-2968948,,2,2020-12-25 04:23:18,2020-12-25 06:20:19,43.949099,-93.264709,Incident on I-35 SB near 28TH ST Drive with caution.,,I-35 S,Ellendale,Steele,MN,-6.0,10.0,Fair,False,,
2968605,A-2968957,,2,2020-12-23 17:25:30,2020-12-24 02:56:56,43.66648,-94.291759,Stationary traffic on I-90 W from CR-1/Exit 113 (I-90) to MN-262/CR-53/Exit 107 (I-90) due to accident.,,I-90 W,Granada,Martin,MN,9.0,0.25,Heavy Snow / Windy,False,,
2968699,A-2969052,,2,2020-10-27 02:06:12,2020-10-27 03:44:51,44.980312,-93.244282,Incident on I-35W NB near UNIVERSITY AVE Drive with caution.,,I-35W N,Minneapolis,Hennepin,MN,21.0,10.0,Fair,False,,
2968702,A-2969055,,2,2020-12-25 11:10:02,2020-12-25 14:35:29,45.17182800000001,-93.527004,Incident on I-94 EB near MN-101 Drive with caution.,,I-94 E,Maple Grove,Hennepin,MN,5.0,10.0,Fair,False,,
2968703,A-2969056,,2,2020-09-20 15:58:32,2020-09-20 17:59:50,45.191047999999995,-93.545976,Incident on I-94 EB near MN-101 Drive with caution.,,I-94 E,Rogers,Hennepin,MN,73.0,10.0,Fair / Windy,False,,
2968709,A-2969062,,2,2020-11-15 05:36:26,2020-11-15 06:51:30,46.349183000000004,-92.809313,Incident on I-35 NB near MN-23 Drive with caution.,,I-35 N,Sturgeon Lake,Pine,MN,32.0,10.0,Cloudy,False,,
2968738,A-2969091,,2,2020-12-25 14:13:21,2020-12-25 16:13:30,44.506944,-92.918769,Accident on MN-56/MN-56 Blvd/320th St (MN-19) from US-52/MN-52 Blvd (MN-19) to MN-19.,,US Highway 52,Cannon Falls,Goodhue,MN,15.0,10.0,Fair,False,,
2968769,A-2969122,,2,2020-12-12 07:54:22,2020-12-12 10:36:12,44.981041999999995,-93.088949,Incident on I-35E SB near COOK AVE Drive with caution.,,I-35E S,Saint Paul,Ramsey,MN,29.0,10.0,Cloudy,False,,
2968770,A-2969123,,2,2020-11-02 14:48:08,2020-11-02 16:03:12,44.985611999999996,-93.08912099999999,Incident on I-35E SB near MARYLAND AVE Drive with caution.,,I-35E S,Saint Paul,Ramsey,MN,58.0,10.0,Fair,False,,
2968771,A-2969124,,2,2020-09-29 19:53:35,2020-09-29 21:08:46,44.985611999999996,-93.08912099999999,Incident on I-35E SB near MARYLAND AVE Drive with caution.,,I-35E S,Saint Paul,Ramsey,MN,55.0,10.0,Fair,False,,
2968795,A-2969148,,2,2020-12-24 14:08:04,2020-12-24 21:17:12,44.087528999999996,-93.24499899999999,Incident on I-35 NB near BRIDGE ST Expect delays.,,I-35 N,Owatonna,Steele,MN,3.0,10.0,Fair,False,,
2968851,A-2969205,,2,2020-11-12 19:02:16,2020-11-12 21:20:22,44.819263,-93.398135,Incident on US-169 NB near 13TH AVE Drive with caution.,,US-169 N,Minneapolis,Hennepin,MN,24.0,10.0,Cloudy,False,,
2969016,A-2969376,,2,2020-12-18 03:59:11,2020-12-18 05:35:12,44.763732,-93.030322,Incident on MN-55 WB near PINE BEND TRL Drive with caution.,12946.0, Court House Blvd,Rosemount,Dakota,MN,27.0,5.0,Cloudy,False,,
2969028,A-2969388,,2,2020-11-14 18:30:08,2020-11-14 19:45:12,45.773464000000004,-92.856187,Incident on MN-70 near MAPLE AVE Drive with caution.,12442.0, State Highway 70,Pine City,Pine,MN,33.0,2.0,Light Rain,False,,
2969031,A-2969391,,2,2020-12-12 08:40:57,2020-12-12 10:42:45,45.032905,-93.400665,Accident on 36th Ave (US-169) from CR-9/Rockford Rd (US-169) to US-169 N.,,US-169 N,Minneapolis,Hennepin,MN,29.0,10.0,Cloudy,False,,
2969089,A-2969449,,2,2020-11-11 02:10:36,2020-11-11 04:31:45,45.69408,-94.87678100000001,Incident on I-94 EB near MN-27 Drive with caution.,,I-94 E,Sauk Centre,Stearns,MN,15.0,10.0,Fair,False,,
2969099,A-2969459,,2,2020-11-14 00:41:49,2020-11-14 03:20:55,46.019964,-94.412902,Incident on US-10 EB near 180TH ST Drive with caution.,17859.0, Highway 10,Little Falls,Morrison,MN,28.0,10.0,Fair,False,,
2969113,A-2969473,,2,2020-12-29 14:32:12,2020-12-29 17:40:22,45.697284,-94.170654,Incident on US-10 WB near INDIAN RD Drive with caution.,,Indian Rd NW,Rice,Benton,MN,19.0,10.0,Cloudy,False,,
2969158,A-2969518,,2,2020-12-28 22:47:57,2020-12-29 00:28:03,44.058661,-93.30632,Incident on US-14 EB near MN-13 Drive with caution.,,SW 52nd Ave,Owatonna,Steele,MN,0.0,4.0,Fair,False,,
2969170,A-2969530,,2,2020-10-12 20:45:02,2020-10-12 22:01:46,45.239975,-93.653645,Incident on I-94 WB near CR-19 Drive with caution.,,I-94 W,Albertville,Wright,MN,54.0,10.0,Fair,False,,
2969213,A-2969574,,2,2020-12-23 20:35:16,2020-12-23 23:41:01,44.595119,-95.675727,Incident on MN-23 near 310TH AVE Drive with caution.,3762.0, State Highway 23,Cottonwood,Lyon,MN,4.0,3.0,Haze / Windy,False,,
2969245,A-2969606,,2,2020-12-04 01:41:37,2020-12-04 02:56:38,45.150821,-93.27306,Incident on MN-47 NB near MN-610 Drive with caution.,,County Hwy-10,Minneapolis,Anoka,MN,30.0,10.0,Fair,False,,
2969285,A-2969646,,2,2020-12-14 00:23:00,2020-12-14 03:58:30,46.340187,-96.13290699999999,Slow traffic on US-59 S - I-94 E - US-52 E from CR-11/Center St/Exit 38 (I-94) to Old MN-210/Exit 54 (I-94) due to accident.,,I-94 E,Fergus Falls,Otter Tail,MN,9.0,10.0,Cloudy,False,,
2969375,A-2969737,,2,2020-11-26 04:04:31,2020-11-26 07:04:34,45.859159999999996,-94.31349399999999,Incident on US-10 WB near 68TH ST Drive with caution.,6798.0, US Highway 10,Royalton,Morrison,MN,30.0,10.0,Cloudy,False,,
2969457,A-2969820,,2,2020-12-24 02:39:00,2020-12-24 04:11:30,44.412993,-94.190264,Stationary traffic on MN-22 from MN-111 (MN-22) to 350th St (MN-22) due to accident.,46001.0, 370th St,Nicollet,Nicollet,MN,0.0,2.0,Light Snow / Windy,False,,
2969464,A-2969827,,2,2020-09-24 16:42:06,2020-09-24 18:18:17,45.093351,-93.75317199999999,Incident on MN-55 near BLECK DR Drive with caution.,8986.0, State Highway 55,Rockford,Wright,MN,73.0,10.0,Fair,False,,
2969480,A-2969843,,2,2020-10-16 01:25:54,2020-10-16 04:26:04,45.324735,-93.755607,Incident on MN-25 near TARRYTOWN RD Drive with caution.,730.0, Lake St S,Big Lake,Sherburne,MN,37.0,10.0,Fair,False,,
2969505,A-2969868,,2,2020-12-24 05:04:07,2020-12-24 08:08:09,45.144421,-93.498451,Incident on I-94 WB near MN-610 Drive with caution.,,I-94 W,Maple Grove,Hennepin,MN,-1.0,9.0,Fair,False,,
2969524,A-2969887,,2,2020-10-22 18:30:44,2020-10-22 19:45:50,44.54511,-92.446433,Incident on US-61 near FLOWER VALLEY RD Drive with caution.,27568.0, County 21 Blvd,Red Wing,Goodhue,MN,36.0,5.0,Drizzle,False,,
2969525,A-2969888,,2,2020-10-21 04:01:29,2020-10-21 07:43:35,44.544578,-92.444361,Incident on US-61 near HILL SIDE DR Drive with caution.,30451.0, US Highway 61,Red Wing,Goodhue,MN,36.0,7.0,Cloudy,False,,
2969526,A-2969889,,2,2020-11-07 22:59:54,2020-11-08 01:59:59,43.74661,-91.96633,Incident on MN-250 near KENILWORTH AVE Drive with caution.,33300.0, Golden Dr,Lanesboro,Fillmore,MN,58.0,7.0,Fair,False,,
2969580,A-2969943,,2,2020-12-23 21:43:51,2020-12-23 23:41:02,45.627883000000004,-92.992089,Incident on I-35 NB near US-61 Drive with caution.,,I-35 N,Rush City,Chisago,MN,9.0,2.0,Light Snow,False,,
2969602,A-2969966,,2,2020-12-23 23:49:56,2020-12-24 02:50:05,43.694614,-94.444992,Incident on MN-15 near 135TH ST Drive with caution.,1422.0, State Highway 15,Fairmont,Martin,MN,3.0,2.0,Light Snow / Windy,False,,
2969605,A-2969969,,2,2020-11-27 23:50:28,2020-11-28 02:08:30,46.710124,-93.60131,Incident on US-169 near GROVE ST Drive with caution.,47934.0, US Highway 169,Palisade,Aitkin,MN,27.0,10.0,Fair,False,,
2969617,A-2969981,,2,2020-12-24 00:22:51,2020-12-24 02:20:03,44.858583,-93.34466,Incident on I-494 WB near MN-100 Drive with caution.,,I-494 W,Minneapolis,Hennepin,MN,6.0,1.0,Light Snow / Windy,False,,
2969618,A-2969982,,2,2020-11-30 05:36:38,2020-11-30 08:36:41,44.85888,-93.350031,Incident on I-494 WB near MN-100 Drive with caution.,,I-494 W,Minneapolis,Hennepin,MN,20.0,10.0,Cloudy,False,,
2969648,A-2970012,,2,2020-11-27 01:30:06,2020-11-27 03:30:43,46.383457,-95.107802,Accident on 131st Ave from US Highway 71 / 110th St to County Hwy-1.,12500.0, County Road 1,Wadena,Wadena,MN,27.0,10.0,Fair,False,,
2969690,A-2970054,,2,2020-12-25 02:56:17,2020-12-25 05:56:19,44.874633,-93.060518,Incident on US-52 NB near UPPER 55TH ST Drive with caution.,,US-52 N,Inver Grove Heights,Dakota,MN,-2.0,10.0,Fair,False,,
2969698,A-2970062,,2,2020-12-14 21:49:24,2020-12-14 23:49:53,44.974956,-93.287837,Incident on I-394 EB near I-94 Drive with caution.,,I-394 E,Minneapolis,Hennepin,MN,12.0,10.0,Mostly Cloudy,False,,
2969699,A-2970063,,2,2020-11-02 04:44:54,2020-11-02 08:48:02,47.840126,-93.552972,Incident on MN-1 near CR-79 Drive with caution.,65700.0, County Road 229,Effie,Itasca,MN,28.0,10.0,Fair,False,,
2969719,A-2970084,,2,2020-10-28 17:02:40,2020-10-28 18:17:46,47.516652,-92.56061899999999,Incident on US-53 NB near 13TH ST Drive with caution.,5498.0, Highway 53,Virginia,St. Louis,MN,35.0,10.0,Cloudy,False,,
2969724,A-2970089,,2,2020-11-11 08:19:39,2020-11-11 10:16:47,44.951258,-93.099035,Incident on I-35E SB near MARYLAND AVE Drive with caution.,,I-35E S,Saint Paul,Ramsey,MN,22.0,10.0,Fair,False,,
2969763,A-2970128,,2,2020-12-24 05:47:07,2020-12-24 09:29:11,45.182209,-93.029666,Incident on I-35E NB near MAIN ST Drive with caution.,,I-35E N,Hugo,Anoka,MN,0.0,10.0,Fair,False,,
2969764,A-2970129,,2,2020-11-11 05:34:38,2020-11-11 07:52:47,45.170942,-93.029726,Incident on I-35E NB near MAIN ST Drive with caution.,,I-35E N,Hugo,Anoka,MN,18.0,3.0,Fair,False,,
2969806,A-2970172,,2,2020-10-30 06:54:07,2020-10-30 09:54:15,47.602090999999994,-93.68229000000001,Incident on MN-38 near NEWBURG LN Drive with caution.,50000.0, State Highway 38,Bigfork,Itasca,MN,21.0,10.0,Cloudy,False,,
2969835,A-2970201,,2,2020-12-27 21:10:56,2020-12-27 23:16:17,45.918506,-92.966555,Incident on I-35 NB near CR-14 Drive with caution.,,I-35 N,Pine City,Pine,MN,14.0,10.0,Fair,False,,
2969852,A-2970219,,2,2020-10-20 23:04:22,2020-10-21 01:22:32,45.174096,-93.122316,Incident on I-35W NB near LEXINGTON AVE Drive with caution.,,I-35W N,Circle Pines,Anoka,MN,34.0,5.0,Cloudy,False,,
2969872,A-2970239,,2,2020-10-21 14:16:37,2020-10-21 15:52:44,44.862120000000004,-93.35001700000001,Incident on MN-100 NB near I-494 Drive with caution.,,Beltline Hwy N,Minneapolis,Hennepin,MN,35.0,10.0,Cloudy,False,,
2969931,A-2970300,,2,2020-12-12 22:28:00,2020-12-13 00:28:44,44.983252,-93.400944,Accident from Highway 55 to US-169 S.,,Highway 55,Minneapolis,Hennepin,MN,26.0,10.0,Cloudy,False,,
2970007,A-2970376,,2,2020-12-25 16:56:31,2020-12-25 19:35:34,43.878009999999996,-93.276833,Incident on I-35 NB near MN-30 Drive with caution.,,I-35 N,Ellendale,Steele,MN,19.0,10.0,Fair,False,,
2970019,A-2970388,,2,2020-11-13 17:44:41,2020-11-13 19:41:46,46.011482,-92.528711,Incident on MN-48 near TAMARACK RIVER RD Drive with caution.,39500.0, Tamarack River Rd,Hinckley,Pine,MN,30.0,10.0,Fair,False,,
2970036,A-2970405,,2,2020-12-25 06:56:30,2020-12-25 07:47:00,43.94921400000001,-93.264323,Slow traffic on I-35 N from MN-30/Exit 26 (I-35) to US-218/US-14/Exit 40 (I-35) due to accident.,,I-35 N,Ellendale,Steele,MN,-6.0,10.0,Fair,False,,
2970042,A-2970411,,2,2020-12-23 21:35:11,2020-12-24 08:07:00,44.323214,-93.295823,Slow traffic on I-35 N from MN-21/Exit 59 (I-35) to CR-1/Exit 66 (I-35) due to accident.,,I-35 N,Faribault,Rice,MN,7.0,,,False,,
2970083,A-2970453,,2,2020-10-21 03:16:28,2020-10-21 04:31:34,45.127805,-93.300122,Incident on MN-610 WB near COONS RAPID BOULEVARD RAMP Drive with caution.,,W River Rd,Minneapolis,Hennepin,MN,35.0,10.0,Cloudy,False,,
2970120,A-2970490,,2,2020-12-30 17:17:40,2020-12-30 19:17:40,45.037110999999996,-93.023804,Accident on US-61/Exit 48 (I-694) from White Bear Ave/Exit 50 (I-694) to I-694 E.,,I-694 E,Saint Paul,Ramsey,MN,,,,False,,
2970200,A-2970570,,2,2020-12-24 20:53:35,2020-12-24 23:48:18,45.296827,-93.002601,Incident on I-35 NB near US-8 Drive with caution.,,I-35 N,Forest Lake,Washington,MN,0.0,10.0,Fair,False,,
2970213,A-2970583,,2,2020-12-09 23:22:52,2020-12-10 01:20:19,44.91238900000001,-93.350858,Incident on MN-100 SB near 50TH ST Drive with caution.,,Beltline Hwy S,Minneapolis,Hennepin,MN,34.0,10.0,Partly Cloudy,False,,
2970214,A-2970584,,2,2020-12-09 03:33:17,2020-12-09 05:11:01,44.912168,-93.350871,Incident on MN-100 SB near 50TH ST Drive with caution.,,Beltline Hwy S,Minneapolis,Hennepin,MN,28.0,10.0,Fair,False,,
2970215,A-2970585,,2,2020-10-04 18:25:52,2020-10-04 19:43:13,44.91643300000001,-93.350261,Incident on MN-100 SB near VERNON AVE Drive with caution.,,Beltline Hwy S,Minneapolis,Hennepin,MN,54.0,10.0,Fair,False,,
